order_id,order_date,customer_id,product_name,product_category,quantity,unit_price,country,invoice_status
ORD-2024-100282,2024-02-12,C1077,Yoga Mat,Wellness,3,24.46,Netherlands,Completed
ORD-2024-100283,2024-02-22,C1039,Standing Desk Mat,Home Office,1,47.17,Spain,Completed
ORD-2024-100284,2024-12-19,C1093,Noise-Canceling Headphones,Electronics,2,0,Spain,Completed
ORD-2024-100285,2024-11-23,C1009,Ergonomic Chair,Home Office,-2,248.43,Spain,Cancelled
ORD-2024-100286,2024-09-19,C1121,Standing Desk Mat,Home Office,4,47.42,United Kingdom,Completed
ORD-2024-100287,2024-11-07,C1016,Resistance Bands,Wellness,3,14.71,France,Completed
ORD-2024-100288,2024-11-26,C1072,Yoga Mat,Wellness,2,27.02,United Kingdom,Completed
ORD-2024-100289,2024-08-18,C1097,Reusable Water Bottle,Kitchen,-1,21.16,United Kingdom,Returned
ORD-2024-100290,2024-07-06,,Planner,Stationery,2,18.81,United States,Completed
ORD-2024-100291,2024-04-05,C1071,Coffee Grinder,Kitchen,2,76.32,Netherlands,Completed
ORD-2024-100292,2024-05-13,C1078,Yoga Mat,Wellness,3,25.6,Italy,Completed
ORD-2024-100293,2024-03-03,C1022,Desk Lamp,Home Office,1,30.09,Italy,Processing
ORD-2025-100294,2025-02-18,C1040,USB-C Hub,Electronics,3,44.14,Canada,Cancelled
ORD-2024-100295,2024-02-03,C1038,Coffee Grinder,Kitchen,2,74.03,United Kingdom,Completed
ORD-2024-100296,07/04/2024,C1025,Yoga Mat,Wellness,2,24.82,France,Completed
ORD-2024-100297,2024-09-09,C1047,Yoga Mat,Wellness,1,28.45,United Kingdom,Completed
ORD-2025-100298,2025-03-28,C1091,Travel Mug,Kitchen,1,15.56,Italy,Processing
ORD-2024-100299,2024-07-29,C1009,Planner,Stationery,4,19.75,Canada,Completed
ORD-2024-100300,2024-02-07,C1044,Reusable Water Bottle,Kitchen,2,23.19,United Kingdom,Completed
ORD-2024-100301,2024-03-07,C1007,Yoga Mat,Wellness,2,31.45,United Kingdom,Completed
ORD-2024-100302,2024-03-25,C1028,Ergonomic Chair,Home Office,1,247.56,Netherlands,Completed
ORD-2024-100303,2024-02-10,C1070,Resistance Bands,Wellness,1,15.6,United Kingdom,Completed
ORD-2024-100304,2024-06-04,C1082,Reusable Water Bottle,Kitchen,3,19.32,United Kingdom,Completed
ORD-2024-100305,2024-12-03,C1043,Noise-Canceling Headphones,Electronics,3,145.67,United States,Completed
ORD-2025-100306,2025-03-18,C1082,Resistance Bands,Wellness,1,12.95,Netherlands,Returned
ORD-2024-100307,2024-04-17,C1081,Reusable Water Bottle,Kitchen,4,21.45,Italy,Completed
ORD-2024-100308,2024-11-17,C1038,Air Purifier Filter,Wellness,2,32.32,France,Completed
ORD-2025-100309,2025-02-17,C1009,Yoga Mat,Wellness,3,26.3,United States,Cancelled
ORD-2024-100310,2024-08-13,C1043,Noise-Canceling Headphones,Electronics,2,128.6,United Kingdom,Completed
ORD-2025-100311,2025-03-17,C1110,Standing Desk Mat,Home Office,3,48.16,Spain,Completed
ORD-2025-100312,2025-01-24,C1040,Noise-Canceling Headphones,Electronics,2,132.39,Italy,Completed
ORD-2024-100313,2024-05-16,C1006,USB-C Hub,Electronics,2,35.68,Spain,Completed
ORD-2024-100314,2024-11-11,C1115,Resistance Bands,Wellness,2,17.07,Canada,Completed
ORD-2024-100315,2024-10-22,C1020,Air Purifier Filter,Wellness,3,28.12,Italy,Completed
ORD-2025-100316,2025-03-26,C1120,Gel Pen Pack,Stationery,2,7.28,Italy,Completed
ORD-2024-100317,2024-04-20,C1036,Desk Lamp,Home Office,3,29.83,Italy,Completed
ORD-2024-100318,01-10-2024,C1017,Ergonomic Chair,Home Office,1,193.21,Canada,Completed
ORD-2024-100319,2024-07-25,,Yoga Mat,Wellness,2,27.16,France,Completed
ORD-2024-100320,2024-10-10,C1057,Standing Desk Mat,Home Office,1,43.47,Netherlands,Returned
ORD-2024-100321,2024-11-15,C1124,Resistance Bands,Wellness,3,13.28,Spain,Completed
ORD-2025-100322,2025-02-10,C1046,Standing Desk Mat,Home Office,-2,45.78,United Kingdom,Returned
ORD-2024-100323,2024-11-04,C1005,Desk Lamp,Home Office,2,34.5,United Kingdom,Completed
ORD-2024-100324,2024-06-19,C1019,Coffee Grinder,Kitchen,4,79.46,United Kingdom,Completed
ORD-2024-100325,2024-11-09,C1078,Standing Desk Mat,Home Office,2,43.55,Netherlands,Processing
ORD-2024-100326,2024-06-21,C1062,Travel Mug,Kitchen,2,16.55,Netherlands,Cancelled
ORD-2025-100327,2025-02-21,C1014,Gel Pen Pack,Stationery,1,8.06,Netherlands,Completed
ORD-2025-100328,2025-01-06,C1076,Yoga Mat,Wellness,5,29.09,Netherlands,Completed
ORD-2025-100329,2025-02-04,C1029,Reusable Water Bottle,Kitchen,-2,22.52,United States,Processing
ORD-2024-100330,2024-09-02,C1079,Travel Mug,Kitchen,1,17.14,Spain,Returned
ORD-2025-100331,2025-02-24,C1121,Noise-Canceling Headphones,Electronics,3,111.72,Germany,Cancelled
ORD-2024-100332,2024-01-10,C1052,Desk Lamp,Home Office,2,33.66,France,Cancelled
ORD-2024-100333,09/13/2024,C1111,Notebook Set,Stationery,4,14.63,United States,Processing
ORD-2024-100334,2024-03-11,C1084,Coffee Grinder,Kitchen,2,80.44,Spain,Completed
ORD-2024-100335,2024-03-29,C1069,Standing Desk Mat,Home Office,2,45.45,Netherlands,Cancelled
ORD-2024-100336,2024-09-04,C1071,Travel Mug,Kitchen,1,15.25,France,Completed
ORD-2025-100337,2025-01-29,C1090,Ergonomic Chair,Home Office,1,199.77,Canada,Completed
ORD-2024-100338,2024-06-27,C1092,Gel Pen Pack,Stationery,3,9.6,Netherlands,Completed
ORD-2024-100339,not available,C1125,USB-C Hub,Electronics,3,38.55,Canada,Completed
ORD-2025-100340,2025-02-15,C1122,Yoga Mat,Wellness,1,24.15,Germany,Processing
ORD-2024-100341,2024-08-14,C1027,Standing Desk Mat,Home Office,3,48.34,Netherlands,Completed
ORD-2024-100342,2024-10-14,C1078,Air Purifier Filter,Wellness,3,27.63,France,Processing
ORD-2024-100343,2024-01-26,C1081,Desk Lamp,Home Office,3,34.82,United States,Completed
ORD-2024-100344,2024-07-30,C1087,USB-C Hub,Electronics,2,39.66,United Kingdom,Returned
ORD-2024-100345,2024-10-08,C1083,Wireless Mouse,Electronics,-2,22.43,Italy,Returned
ORD-2024-100346,2024-04-12,C1036,Reusable Water Bottle,Kitchen,4,20.6,United States,Completed
ORD-2025-100347,2025-01-28,C1068,Air Purifier Filter,Wellness,1,31.69,United States,Processing
ORD-2024-100348,2024-03-30,,Air Purifier Filter,Wellness,2,34.14,Spain,Completed
ORD-2024-100349,2024-09-10,C1111,Yoga Mat,Wellness,1,30.09,United States,Completed
ORD-2024-100350,2024-06-01,C1125,Wireless Mouse,Electronics,3,22.05,Netherlands,Completed
ORD-2024-100351,2024-11-24,C1120,Gel Pen Pack,Stationery,2,8.47,Italy,Completed
ORD-2024-100352,2024-04-08,C1093,Ergonomic Chair,Home Office,4,207.88,Netherlands,Completed
ORD-2024-100353,2024-04-05,C1037,Coffee Grinder,Kitchen,1,75.14,France,Completed
ORD-2024-100354,2024-11-08,C1105,Noise-Canceling Headphones,Electronics,5,145.47,Canada,Completed
ORD-2024-100355,2024-07-24,C1017,USB-C Hub,Electronics,3,0,Canada,Completed
ORD-2024-100356,2024-05-07,C1057,Air Purifier Filter,Wellness,1,29.92,Netherlands,Returned
ORD-2024-100357,2024-06-03,C1033,Standing Desk Mat,Home Office,3,45.98,Canada,Completed
ORD-2024-100358,2024-04-30,C1039,Coffee Grinder,Kitchen,1,69.95,Spain,Completed
ORD-2024-100359,2024-09-14,C1098,Reusable Water Bottle,Kitchen,-1,24.56,Germany,Returned
ORD-2024-100360,2024-05-31,C1122,Reusable Water Bottle,Kitchen,2,20.16,Italy,Completed
ORD-2024-100361,2024-08-20,C1053,Noise-Canceling Headphones,Electronics,4,134.11,Italy,Cancelled
ORD-2024-100362,2024-10-02,C1097,Yoga Mat,Wellness,4,30.74,Germany,Completed
ORD-2024-100363,2024-08-16,C1117,Planner,Stationery,2,17.25,Germany,Completed
ORD-2025-100364,2025-02-28,C1073,Wireless Mouse,Electronics,2,25.03,United Kingdom,Completed
ORD-2024-100365,2024-06-16,C1087,Noise-Canceling Headphones,Electronics,5,127.72,Italy,Completed
ORD-2024-100366,2024-09-18,C1016,USB-C Hub,Electronics,2,34.66,Spain,Completed
ORD-2024-100367,2024-10-15,C1103,Gel Pen Pack,Stationery,1,8.39,United States,Completed
ORD-2024-100368,2024-05-10,C1074,Notebook Set,Stationery,4,13.95,United States,Completed
ORD-2024-100369,2024-06-25,C1007,Notebook Set,Stationery,3,13.15,Italy,Completed
ORD-2024-100370,05/26/2024,C1098,Wireless Mouse,Electronics,2,27.01,Spain,Completed
ORD-2024-100371,14-07-2024,C1048,Standing Desk Mat,Home Office,2,50.63,Germany,Completed
ORD-2024-100372,2024-12-04,C1110,Reusable Water Bottle,Kitchen,5,19.58,Germany,Completed
ORD-2024-100373,2024-10-02,C1125,Noise-Canceling Headphones,Electronics,2,115.46,United States,Completed
ORD-2024-100374,2024-01-12,C1092,Yoga Mat,Wellness,-2,27.69,Spain,Returned
ORD-2024-100375,2024-07-13,C1044,Planner,Stationery,4,16.64,Netherlands,Completed
ORD-2025-100376,2025-03-24,C1103,Desk Lamp,Home Office,3,30.49,Spain,Cancelled
ORD-2025-100377,2025-01-27,,Travel Mug,Kitchen,-1,18.43,Germany,Returned
ORD-2024-100378,2024-10-31,C1090,USB-C Hub,Electronics,1,41.16,France,Completed
ORD-2024-100379,2024-01-23,C1027,Coffee Grinder,Kitchen,2,72.7,United States,Returned
ORD-2024-100380,2024-09-14,C1117,Noise-Canceling Headphones,Electronics,-2,119.62,Canada,Processing
ORD-2024-100381,2024-11-02,C1030,Travel Mug,Kitchen,4,18.08,United Kingdom,Completed
ORD-2024-100382,2024-09-23,C1007,Reusable Water Bottle,Kitchen,1,20.68,United Kingdom,Completed
ORD-2024-100383,2024-12-13,C1124,Reusable Water Bottle,Kitchen,2,21.97,Spain,Completed
ORD-2024-100384,2024-09-25,C1019,Yoga Mat,Wellness,2,27.3,Spain,Completed
ORD-2025-100385,2025-01-21,C1028,Noise-Canceling Headphones,Electronics,2,119.89,United Kingdom,Completed
ORD-2024-100386,2024-08-25,C1123,Yoga Mat,Wellness,-1,28.52,United Kingdom,Returned
ORD-2024-100387,2024-05-04,C1010,Notebook Set,Stationery,1,12.33,Canada,Completed
ORD-2024-100388,2024-10-01,C1034,USB-C Hub,Electronics,3,36.28,United States,Completed
ORD-2024-100389,2024-02-07,C1092,Resistance Bands,Wellness,1,16.17,France,Cancelled
ORD-2024-100390,2024-04-16,C1122,Gel Pen Pack,Stationery,5,8.06,France,Completed
ORD-2024-100391,2024-04-07,C1096,Air Purifier Filter,Wellness,-2,27.44,France,Returned
ORD-2024-100392,2024-11-05,C1030,Coffee Grinder,Kitchen,3,76.55,Canada,Completed
ORD-2024-100393,2024-05-24,C1045,Yoga Mat,Wellness,2,-28.28,Netherlands,Completed
ORD-2024-100394,2024-09-19,C1102,Standing Desk Mat,Home Office,5,44.54,Italy,Processing
ORD-2025-100395,2025-03-05,C1040,Yoga Mat,Wellness,2,25.51,United States,Completed
ORD-2025-100396,2025-03-18,C1033,Travel Mug,Kitchen,1,14.75,Spain,Completed
ORD-2024-100397,2024-03-19,C1072,Ergonomic Chair,Home Office,1,201.26,Italy,Completed
ORD-2024-100398,2024-12-01,C1097,Planner,Stationery,-1,17.12,Italy,Returned
ORD-2024-100399,2024-03-27,C1017,Gel Pen Pack,Stationery,4,8.11,Italy,Processing
ORD-2025-100400,2025-03-31,C1007,Noise-Canceling Headphones,Electronics,2,135.52,United States,Completed
ORD-2025-100401,2025-03-09,C1006,Resistance Bands,Wellness,1,16.42,United States,Returned
ORD-2024-100402,2024-03-11,C1090,Notebook Set,Stationery,5,11.94,United States,Cancelled
ORD-2024-100403,2024-09-15,C1081,Desk Lamp,Home Office,2,29.95,Italy,Cancelled
ORD-2024-100404,2024-09-06,C1052,Reusable Water Bottle,Kitchen,1,22.21,United States,Completed
ORD-2025-100405,2025-01-04,C1002,Planner,Stationery,1,20.58,Spain,Completed
ORD-2024-100406,2024-04-01,,Yoga Mat,Wellness,1,24.61,France,Completed
ORD-2024-100407,09/26/2024,C1101,Travel Mug,Kitchen,1,15.78,Germany,Completed
ORD-2024-100408,2024-07-26,C1089,Standing Desk Mat,Home Office,2,41.53,Netherlands,Completed
ORD-2025-100409,2025-02-27,C1109,Reusable Water Bottle,Kitchen,5,23.01,United States,Completed
ORD-2024-100410,2024-07-26,C1007,USB-C Hub,Electronics,2,40.62,United States,Completed
ORD-2024-100411,2024-03-28,C1082,Coffee Grinder,Kitchen,1,87.18,Germany,Completed
ORD-2024-100412,2024-09-27,C1115,Air Purifier Filter,Wellness,-1,28.49,Italy,Cancelled
ORD-2024-100413,2024-01-24,C1035,Ergonomic Chair,Home Office,-1,231.12,United States,Returned
ORD-2025-100414,2025-03-11,C1075,Noise-Canceling Headphones,Electronics,2,147.99,Spain,Completed
ORD-2024-100415,2024-02-09,C1072,Air Purifier Filter,Wellness,1,31.59,Canada,Completed
ORD-2025-100416,2025-01-21,C1088,Notebook Set,Stationery,4,14.12,Germany,Processing
ORD-2025-100417,2025-01-16,C1055,Planner,Stationery,-2,15.59,Germany,Returned
ORD-2024-100418,2024-11-05,C1050,Standing Desk Mat,Home Office,4,51.14,Canada,Returned
ORD-2024-100419,2024-11-20,C1062,Wireless Mouse,Electronics,1,28.68,Canada,Completed
ORD-2024-100420,2024-07-11,C1084,Planner,Stationery,2,18.97,Germany,Completed
ORD-2024-100421,2024-11-12,C1009,Yoga Mat,Wellness,1,25.87,Netherlands,Completed
ORD-2024-100422,2024-07-13,C1094,Noise-Canceling Headphones,Electronics,3,135.21,Canada,Completed
ORD-2024-100423,2024-02-24,C1056,Standing Desk Mat,Home Office,1,50.98,Netherlands,Completed
ORD-2024-100424,08-03-2024,C1071,USB-C Hub,Electronics,1,39.16,Spain,Completed
ORD-2024-100425,2024-01-14,C1076,USB-C Hub,Electronics,1,40.64,Canada,Completed
ORD-2024-100426,2024-07-16,C1099,Resistance Bands,Wellness,1,0,France,Completed
ORD-2024-100427,2024-09-23,C1017,Travel Mug,Kitchen,1,15.91,Netherlands,Completed
ORD-2024-100428,2024-09-09,C1035,Ergonomic Chair,Home Office,1,197.14,Netherlands,Completed
ORD-2025-100429,2025-02-04,C1031,Gel Pen Pack,Stationery,1,7.86,Italy,Processing
ORD-2024-100430,2024-11-11,C1038,Travel Mug,Kitchen,1,14.55,Spain,Completed
ORD-2025-100431,2025-03-06,C1042,Standing Desk Mat,Home Office,3,49.11,Canada,Completed
ORD-2025-100432,2025-02-21,C1076,Notebook Set,Stationery,4,13.58,Netherlands,Completed
ORD-2024-100433,2024-11-04,C1040,Standing Desk Mat,Home Office,-1,40.96,Spain,Returned
ORD-2024-100434,2024-05-29,C1123,Standing Desk Mat,Home Office,4,46.79,France,Completed
ORD-2024-100435,2024-07-11,,Standing Desk Mat,Home Office,1,48.86,France,Completed
ORD-2024-100436,2024-10-06,C1003,Travel Mug,Kitchen,1,17.82,Italy,Processing
ORD-2024-100437,2024-04-17,C1088,Coffee Grinder,Kitchen,2,74.05,Spain,Completed
ORD-2024-100438,2024-09-12,C1032,Reusable Water Bottle,Kitchen,1,20.7,United Kingdom,Cancelled
ORD-2024-100439,2024-08-04,C1076,Coffee Grinder,Kitchen,4,68.9,Spain,Completed
ORD-2024-100440,2024-09-16,C1053,Planner,Stationery,-1,20.0,United States,Returned
ORD-2024-100441,2024-07-03,C1076,Yoga Mat,Wellness,3,30.62,Germany,Completed
ORD-2025-100442,2025-01-28,C1021,USB-C Hub,Electronics,1,41.97,United States,Completed
ORD-2024-100443,2024-11-26,C1096,Travel Mug,Kitchen,3,16.0,Spain,Completed
ORD-2024-100444,01/06/2024,C1095,USB-C Hub,Electronics,1,36.65,France,Completed
ORD-2024-100445,2024-07-10,C1075,Gel Pen Pack,Stationery,2,9.18,United Kingdom,Cancelled
ORD-2024-100446,2024-01-13,C1117,Standing Desk Mat,Home Office,2,42.24,Germany,Completed
ORD-2025-100447,2025-01-08,C1058,Resistance Bands,Wellness,1,14.14,Italy,Completed
ORD-2024-100448,2024-08-31,C1057,Standing Desk Mat,Home Office,1,48.0,Germany,Completed
ORD-2024-100449,2024-01-23,C1108,Ergonomic Chair,Home Office,4,193.71,Germany,Completed
ORD-2025-100450,2025-02-13,C1031,Reusable Water Bottle,Kitchen,1,25.19,United Kingdom,Completed
ORD-2024-100451,2024-03-22,C1059,Planner,Stationery,2,17.6,Spain,Completed
ORD-2024-100452,not available,C1050,Reusable Water Bottle,Kitchen,1,23.04,France,Completed
ORD-2024-100453,2024-10-30,C1027,Gel Pen Pack,Stationery,2,7.23,Netherlands,Completed
ORD-2024-100454,2024-12-26,C1013,Yoga Mat,Wellness,4,24.33,United Kingdom,Completed
ORD-2024-100455,2024-06-15,C1085,Standing Desk Mat,Home Office,1,39.79,Canada,Completed
ORD-2024-100456,2024-07-17,C1044,Travel Mug,Kitchen,3,16.93,Italy,Completed
ORD-2024-100457,2024-03-29,C1038,Travel Mug,Kitchen,4,17.52,Germany,Completed
ORD-2024-100458,2024-03-09,C1014,Reusable Water Bottle,Kitchen,2,20.27,Canada,Completed
ORD-2024-100459,2024-03-13,C1017,Coffee Grinder,Kitchen,2,77.06,Spain,Completed
ORD-2024-100460,2024-04-05,C1117,Notebook Set,Stationery,2,13.14,United Kingdom,Completed
ORD-2024-100461,2024-03-26,C1040,Planner,Stationery,2,16.06,United States,Completed
ORD-2024-100462,2024-07-02,C1024,Resistance Bands,Wellness,-1,14.92,Italy,Returned
ORD-2024-100463,2024-12-16,C1056,Notebook Set,Stationery,2,13.81,United Kingdom,Completed
ORD-2024-100464,2024-10-16,,USB-C Hub,Electronics,1,43.12,Netherlands,Completed
ORD-2024-100465,2024-10-02,C1072,Desk Lamp,Home Office,1,37.41,Italy,Processing
ORD-2024-100466,2024-09-18,C1099,Planner,Stationery,1,15.92,Canada,Completed
ORD-2025-100467,2025-02-25,C1056,Planner,Stationery,4,19.4,France,Completed
ORD-2024-100468,2024-02-22,C1031,Notebook Set,Stationery,4,13.59,United States,Completed
ORD-2024-100469,2024-05-14,C1056,Gel Pen Pack,Stationery,2,9.3,France,Cancelled
ORD-2025-100470,2025-02-19,C1110,Desk Lamp,Home Office,4,36.46,Spain,Cancelled
ORD-2024-100471,2024-11-11,C1026,Noise-Canceling Headphones,Electronics,1,118.55,Canada,Completed
ORD-2024-100472,2024-05-23,C1125,Planner,Stationery,3,16.21,Netherlands,Cancelled
ORD-2024-100473,2024-10-20,C1115,Ergonomic Chair,Home Office,1,242.52,Germany,Cancelled
ORD-2025-100474,2025-01-19,C1035,Noise-Canceling Headphones,Electronics,4,146.32,United Kingdom,Completed
ORD-2025-100475,2025-03-19,C1041,Coffee Grinder,Kitchen,1,70.62,Spain,Completed
ORD-2024-100476,2024-03-13,C1053,Gel Pen Pack,Stationery,3,7.9,Italy,Completed
ORD-2024-100477,20-11-2024,C1051,USB-C Hub,Electronics,4,43.22,Netherlands,Completed
ORD-2025-100478,2025-03-25,C1041,Coffee Grinder,Kitchen,2,89.67,United States,Completed
ORD-2025-100479,2025-01-31,C1124,Resistance Bands,Wellness,5,13.16,Canada,Completed
ORD-2024-100480,2024-02-02,C1123,Resistance Bands,Wellness,4,14.53,France,Completed
ORD-2024-100481,05/17/2024,C1070,Gel Pen Pack,Stationery,2,7.94,United Kingdom,Completed
ORD-2025-100482,2025-03-12,C1087,Travel Mug,Kitchen,2,15.73,United States,Returned
ORD-2024-100483,2024-02-20,C1002,Wireless Mouse,Electronics,3,27.51,United Kingdom,Completed
ORD-2024-100484,2024-08-21,C1025,Gel Pen Pack,Stationery,1,9.66,United Kingdom,Cancelled
ORD-2024-100485,2024-11-28,C1112,Air Purifier Filter,Wellness,2,34.48,Germany,Completed
ORD-2024-100486,2024-07-03,C1115,Reusable Water Bottle,Kitchen,1,21.15,United Kingdom,Completed
ORD-2024-100487,2024-07-21,C1096,Wireless Mouse,Electronics,3,26.68,Spain,Completed
ORD-2024-100488,2024-02-16,C1061,Reusable Water Bottle,Kitchen,3,18.71,United Kingdom,Completed
ORD-2024-100489,2024-04-25,C1001,Travel Mug,Kitchen,2,16.23,Canada,Cancelled
ORD-2024-100490,2024-03-02,C1016,Resistance Bands,Wellness,-2,14.64,Germany,Returned
ORD-2024-100491,2024-07-15,C1013,Desk Lamp,Home Office,1,37.67,Canada,Completed
ORD-2024-100492,2024-06-02,C1096,Air Purifier Filter,Wellness,1,33.54,United Kingdom,Completed
ORD-2024-100493,2024-09-28,,USB-C Hub,Electronics,3,41.31,Canada,Completed
ORD-2024-100494,2024-04-19,C1052,Coffee Grinder,Kitchen,3,70.74,Italy,Completed
ORD-2024-100495,2024-04-21,C1096,Resistance Bands,Wellness,1,13.19,Spain,Completed
ORD-2024-100496,2024-08-07,C1035,Standing Desk Mat,Home Office,2,40.14,Germany,Completed
ORD-2024-100497,2024-10-10,C1036,Desk Lamp,Home Office,3,0,United States,Returned
ORD-2025-100498,2025-03-09,C1066,Resistance Bands,Wellness,3,14.1,France,Completed
ORD-2024-100499,2024-07-19,C1114,Coffee Grinder,Kitchen,1,68.44,Italy,Completed
ORD-2024-100500,2024-02-27,C1009,Notebook Set,Stationery,1,13.53,United States,Completed
ORD-2024-100501,2024-06-11,C1072,Standing Desk Mat,Home Office,1,49.87,Canada,Completed
ORD-2024-100502,2024-12-15,C1098,Planner,Stationery,1,17.84,United States,Completed
ORD-2024-100503,2024-02-04,C1118,Travel Mug,Kitchen,1,15.09,Spain,Completed
ORD-2024-100504,2024-05-26,C1053,Planner,Stationery,3,18.01,Spain,Completed
ORD-2024-100505,2024-11-23,C1035,USB-C Hub,Electronics,2,41.38,Netherlands,Completed
ORD-2024-100506,2024-09-18,C1019,USB-C Hub,Electronics,-1,45.68,Canada,Returned
ORD-2024-100507,2024-10-27,C1087,Notebook Set,Stationery,3,14.29,Germany,Completed
ORD-2024-100508,2024-12-23,C1030,Ergonomic Chair,Home Office,2,248.79,France,Completed
ORD-2024-100509,2024-08-10,C1007,USB-C Hub,Electronics,1,41.34,United Kingdom,Completed
ORD-2024-100510,2024-01-07,C1020,USB-C Hub,Electronics,3,42.41,Canada,Completed
ORD-2024-100511,2024-09-21,C1021,Planner,Stationery,4,19.19,United Kingdom,Completed
ORD-2025-100512,2025-02-03,C1015,Coffee Grinder,Kitchen,5,84.52,United States,Returned
ORD-2025-100513,2025-02-17,C1033,Standing Desk Mat,Home Office,2,45.32,Germany,Processing
ORD-2024-100514,2024-08-21,C1109,Gel Pen Pack,Stationery,2,7.36,United Kingdom,Completed
ORD-2024-100515,2024-03-21,C1073,Standing Desk Mat,Home Office,1,39.64,Germany,Cancelled
ORD-2025-100516,2025-01-14,C1110,Desk Lamp,Home Office,2,29.78,France,Completed
ORD-2024-100517,2024-08-29,C1022,Wireless Mouse,Electronics,2,28.14,Spain,Completed
ORD-2024-100518,06/13/2024,C1040,Desk Lamp,Home Office,1,38.8,Germany,Completed
ORD-2024-100519,2024-07-09,C1006,Travel Mug,Kitchen,1,17.36,France,Completed
ORD-2024-100520,2024-09-21,C1008,Yoga Mat,Wellness,-2,31.81,Netherlands,Returned
ORD-2025-100521,2025-03-08,C1058,Yoga Mat,Wellness,2,24.53,Canada,Completed
ORD-2024-100522,2024-05-29,,Desk Lamp,Home Office,3,32.47,Italy,Completed
ORD-2024-100523,2024-10-29,C1099,Standing Desk Mat,Home Office,-2,51.72,France,Returned
ORD-2024-100524,2024-01-04,C1069,Noise-Canceling Headphones,Electronics,-1,-111.42,United States,Returned
ORD-2024-100525,2024-01-01,C1094,Standing Desk Mat,Home Office,4,43.33,Netherlands,Processing
ORD-2024-100526,2024-04-15,C1062,USB-C Hub,Electronics,2,36.85,United Kingdom,Completed
ORD-2024-100527,2024-05-23,C1114,Coffee Grinder,Kitchen,1,88.98,Spain,Completed
ORD-2024-100528,2024-07-09,C1074,Coffee Grinder,Kitchen,2,84.88,United Kingdom,Completed
ORD-2025-100529,2025-02-23,C1007,Reusable Water Bottle,Kitchen,2,22.61,United Kingdom,Completed
ORD-2024-100530,29-05-2024,C1102,Desk Lamp,Home Office,1,32.59,Canada,Completed
ORD-2024-100531,2024-08-19,C1025,Standing Desk Mat,Home Office,1,39.26,Germany,Completed
ORD-2024-100532,2024-02-24,C1052,Noise-Canceling Headphones,Electronics,1,128.67,Canada,Completed
ORD-2024-100533,2024-04-16,C1109,Yoga Mat,Wellness,2,27.69,Germany,Completed
ORD-2025-100534,2025-02-17,C1089,Noise-Canceling Headphones,Electronics,3,142.72,United States,Completed
ORD-2025-100535,2025-03-03,C1091,Desk Lamp,Home Office,5,30.86,Canada,Completed
ORD-2024-100536,2024-09-19,C1104,Notebook Set,Stationery,1,12.21,United States,Cancelled
ORD-2025-100537,2025-03-13,C1031,Notebook Set,Stationery,2,13.96,Italy,Completed
ORD-2025-100538,2025-02-15,C1007,USB-C Hub,Electronics,4,35.45,France,Returned
ORD-2024-100539,2024-04-11,C1080,Noise-Canceling Headphones,Electronics,4,125.01,Germany,Completed
ORD-2024-100540,2024-10-27,C1002,Travel Mug,Kitchen,1,18.05,France,Completed
ORD-2024-100541,2024-11-26,C1115,Air Purifier Filter,Wellness,2,27.55,Germany,Completed
ORD-2024-100542,2024-08-24,C1055,Wireless Mouse,Electronics,1,28.17,Spain,Processing
ORD-2024-100543,2024-01-16,C1045,Gel Pen Pack,Stationery,2,8.3,United Kingdom,Completed
ORD-2024-100544,2024-05-23,C1078,Ergonomic Chair,Home Office,2,195.92,France,Completed
ORD-2024-100545,2024-05-31,C1061,Reusable Water Bottle,Kitchen,2,24.53,Germany,Completed
ORD-2024-100546,2024-07-15,C1113,Ergonomic Chair,Home Office,1,199.25,France,Completed
ORD-2025-100547,2025-02-14,C1048,Reusable Water Bottle,Kitchen,2,18.83,Canada,Processing
ORD-2024-100548,2024-10-05,C1072,Gel Pen Pack,Stationery,4,8.09,Canada,Completed
ORD-2024-100549,2024-05-18,C1028,Notebook Set,Stationery,1,12.28,Netherlands,Completed
ORD-2025-100550,2025-02-18,C1098,Wireless Mouse,Electronics,-2,25.21,France,Returned
ORD-2024-100551,2024-02-21,,Noise-Canceling Headphones,Electronics,1,119.9,United States,Processing
ORD-2024-100552,2024-04-22,C1049,Yoga Mat,Wellness,3,32.05,United Kingdom,Completed
ORD-2024-100553,2024-05-01,C1089,Noise-Canceling Headphones,Electronics,3,141.93,United States,Completed
ORD-2024-100554,2024-12-24,C1018,Coffee Grinder,Kitchen,2,80.6,France,Completed
ORD-2025-100555,02/18/2025,C1039,Resistance Bands,Wellness,5,14.96,Italy,Completed
ORD-2024-100556,2024-02-16,C1002,Wireless Mouse,Electronics,1,25.75,Italy,Completed
ORD-2024-100557,2024-06-18,C1016,Wireless Mouse,Electronics,-1,22.75,United Kingdom,Returned
ORD-2025-100558,2025-02-14,C1002,Air Purifier Filter,Wellness,5,29.36,United Kingdom,Completed
ORD-2024-100559,2024-02-26,C1122,Yoga Mat,Wellness,5,31.03,Canada,Completed
ORD-2024-100560,2024-12-05,C1038,Coffee Grinder,Kitchen,2,69.54,United Kingdom,Completed
ORD-2025-100561,2025-01-09,C1122,Noise-Canceling Headphones,Electronics,-1,141.37,Canada,Returned
ORD-2024-100562,2024-12-28,C1118,Noise-Canceling Headphones,Electronics,-2,137.54,Canada,Returned
