timestamp,machine_id,line,shift,product,planned_output,actual_output,scrap_count,downtime_minutes,runtime_minutes,quality_status
2025-04-08 22:00,M-11,Line B,Night,Valve Assembly,109,87,1,17.9,401.2,Pass
2025-04-09 06:00,M-03,Line C,Day,Valve Assembly,133,115,5,19.7,409.2,Pass
2025-04-09 14:00,M-09,Line C,Evening,Valve Assembly,102,73,2,116.8,317.4,Pass
2025-04-09 22:00,M-06,Line C,Night,Valve Assembly,138,118,4,27.4,393.0,Hold
2025-04-10 06:00,M-08,Line B,Day,Pump Housing,111,86,4,151.0,291.6,Pass
2025-04-10 14:00,M-01,Line A,Evening,Bearing Kit,119,106,1,31.7,397.3,Pass
2025-04-10 22:00,M-02,Line B,Night,Valve Assembly,109,94,5,31.5,379.8,Pass
2025-04-11 06:00,M-09,Line C,Day,Pump Housing,130,129,2,34.2,392.8,Pass
2025-04-11 14:00,M-07,Line A,Evening,Control Panel,120,101,4,8.2,414.4,Pass
2025-04-11 22:00,M-03,Line C,Night,Bearing Kit,139,135,4,15.2,410.4,Pass
2025-04-12 06:00,M-02,Line B,Day,Pump Housing,0,87,3,114.0,289.6,Review
2025-04-12 14:00,M-09,Line C,Evening,Valve Assembly,118,105,3,111.3,345.3,Pass
2025-04-12 22:00,M-08,Line B,Night,Valve Assembly,97,82,1,21.6,401.4,Pass
2025-04-13 06:00,M-10,Line A,Day,Sensor Module,113,94,3,22.8,394.9,Pass
2025-04-13 14:00,M-06,Line C,Evening,Valve Assembly,85,75,3,22.2,396.4,Review
2025-04-13 22:00,M-11,Line B,Night,Bearing Kit,102,93,1,0.0,440.8,Hold
2025-04-14 06:00,M-04,Line A,Day,Control Panel,143,125,2,2.9,425.1,Hold
2025-04-14 14:00,M-04,Line A,Evening,Sensor Module,82,73,2,42.4,376.2,Hold
2025-04-14 22:00,M-06,Line C,Night,Bearing Kit,114,113,5,23.2,406.3,Review
2025-04-15 06:00,M-09,Line C,Day,Control Panel,109,93,4,24.3,394.8,Pass
2025-04-15 14:00,M-04,Line A,Evening,Sensor Module,129,110,4,1.6,436.5,Pass
2025-04-15 22:00,M-10,Line A,Night,Valve Assembly,125,103,5,35.1,379.9,Review
2025-04-16 06:00,M-09,Line C,Day,Control Panel,102,87,18,11.9,408.4,Pass
2025-04-16 14:00,M-06,Line C,Evening,Pump Housing,121,99,1,25.4,397.1,Pass
2025-04-16 22:00,M-02,Line B,Night,Control Panel,130,133,5,7.1,407.3,Review
2025-04-17 06:00,M-11,Line B,Day,Control Panel,102,96,2,13.2,391.9,Pass
2025-04-17 14:00,M-07,Line A,Evening,Control Panel,117,116,3,33.8,400.1,Hold
2025-04-17 22:00,M-01,Line A,Night,Pump Housing,120,107,5,50.2,354.8,Pass
2025-04-18 06:00,M-04,Line A,Day,Control Panel,120,113,4,32.4,409.3,Review
2025-04-18 14:00,M-01,Line A,Evening,Control Panel,106,87,0,18.0,406.5,Review
2025-04-18 22:00,M-03,Line C,Night,Bearing Kit,143,139,6,27.6,384.8,Pass
2025-04-19 06:00,M-03,Line C,Day,Bearing Kit,89,82,1,97.1,319.9,Review
2025-04-19 14:00,M-03,Line C,Evening,Valve Assembly,91,88,2,0.0,449.7,Hold
2025-04-19 22:00,M-07,Line A,Night,Pump Housing,86,81,3,25.6,399.2,Pass
2025-04-20 06:00,M-11,Line B,Day,Control Panel,118,116,1,18.3,405.5,Review
2025-04-20 14:00,M-02,Line B,Evening,Control Panel,141,121,1,19.0,403.6,Pass
2025-04-20 22:00,M-07,Line A,Night,Bearing Kit,142,124,3,26.7,387.5,Pass
2025-04-21 06:00,M-08,Line B,Day,Valve Assembly,113,105,1,7.8,415.7,Pass
2025-04-21 14:00,M-02,Line B,Evening,Control Panel,132,127,5,36.4,380.7,Hold
2025-04-21 22:00,M-11,Line B,Night,Bearing Kit,110,106,3,12.4,408.3,Hold
2025-04-22 06:00,M-11,Line B,Day,Sensor Module,98,98,5,215.1,398.7,Pass
2025-04-22 14:00,M-01,Line A,Evening,Bearing Kit,90,83,3,32.9,386.2,Pass
2025-04-22 22:00,M-02,Line B,Night,Bearing Kit,130,132,1,0.0,412.4,Hold
2025-04-23 06:00,M-09,Line C,Day,Bearing Kit,94,91,4,11.2,412.3,Hold
2025-04-23 14:00,M-02,Line B,Evening,Control Panel,124,114,3,25.9,387.6,Review
2025-04-23 22:00,M-03,Line C,Night,Sensor Module,131,108,4,46.5,379.6,Pass
2025-04-24 06:00,M-01,Line A,Day,Control Panel,118,113,6,7.9,433.5,Pass
2025-04-24 14:00,M-12,Line C,Evening,Bearing Kit,121,102,1,16.2,416.2,Review
2025-04-24 22:00,M-09,Line C,Night,Control Panel,87,80,1,9.8,409.5,Hold
2025-04-25 06:00,M-01,Line A,Day,Pump Housing,104,88,4,73.6,340.7,Pass
2025-04-25 14:00,M-06,Line C,Evening,Bearing Kit,144,125,3,0.0,436.4,Review
2025-04-25 22:00,M-10,Line A,Night,Sensor Module,124,123,12,3.1,435.9,Pass
2025-04-26 06:00,M-10,Line A,Day,Pump Housing,108,97,1,5.3,400.3,Pass
2025-04-26 14:00,M-08,Line B,Evening,Pump Housing,102,100,2,16.5,402.6,Pass
2025-04-26 22:00,M-07,Line A,Night,Bearing Kit,124,114,4,8.5,413.6,Pass
2025-04-27 06:00,M-09,Line C,Day,Control Panel,116,118,4,16.0,409.5,Pass
2025-04-27 14:00,M-11,Line B,Evening,Control Panel,104,100,4,32.0,404.5,Pass
2025-04-27 22:00,M-11,Line B,Night,Pump Housing,83,75,30,0.0,385.6,Pass
2025-04-28 06:00,M-06,Line C,Day,Pump Housing,140,135,6,35.4,374.7,Pass
2025-04-28 14:00,M-05,Line B,Evening,Valve Assembly,140,134,2,25.5,401.2,Pass
2025-04-28 22:00,M-11,Line B,Night,Valve Assembly,108,106,2,3.8,431.8,Pass
2025-04-29 06:00,M-08,Line B,Day,Valve Assembly,140,128,3,36.7,388.9,Pass
2025-04-29 14:00,M-11,Line B,Evening,Bearing Kit,118,122,3,0.0,432.6,Review
2025-04-29 22:00,M-03,Line C,Night,Control Panel,103,86,21,20.9,385.5,Pass
2025-04-30 06:00,M-03,Line C,Day,Sensor Module,100,95,3,0.0,421.3,Review
2025-04-30 14:00,M-07,Line A,Evening,Valve Assembly,84,85,3,0.0,415.9,Pass
2025-04-30 22:00,M-11,Line B,Night,Valve Assembly,111,91,2,22.3,422.0,Pass
2025-05-01 06:00,M-01,Line A,Day,Control Panel,117,106,4,1.7,422.3,Review
2025-05-01 14:00,M-06,Line C,Evening,Pump Housing,101,83,3,47.7,363.7,Pass
2025-05-01 22:00,M-10,Line A,Night,Sensor Module,101,87,3,33.8,399.4,Hold
2025-05-02 06:00,M-01,Line A,Day,Sensor Module,86,72,1,66.3,338.8,Review
2025-05-02 14:00,M-12,Line C,Evening,Pump Housing,106,101,4,11.3,392.8,Hold
2025-05-02 22:00,M-12,Line C,Night,Pump Housing,133,109,1,21.2,393.9,Pass
2025-05-03 06:00,M-10,Line A,Day,Pump Housing,113,98,1,36.4,355.5,Pass
2025-05-03 14:00,M-12,Line C,Evening,Bearing Kit,122,100,3,18.2,403.7,Pass
2025-05-03 22:00,M-09,Line C,Night,Valve Assembly,92,92,2,34.6,375.7,Pass
2025-05-04 06:00,M-01,Line A,Day,Control Panel,126,103,4,21.9,388.2,Pass
2025-05-04 14:00,M-11,Line B,Evening,Pump Housing,122,122,1,8.6,421.4,Pass
2025-05-04 22:00,M-02,Line B,Night,Bearing Kit,131,128,5,28.8,389.0,Pass
2025-05-05 06:00,M-02,Line B,Day,Pump Housing,87,84,2,44.8,372.5,Review
2025-05-05 14:00,M-03,Line C,Evening,Sensor Module,128,126,5,21.5,382.3,Review
2025-05-05 22:00,M-08,Line B,Night,Valve Assembly,132,106,5,13.3,408.3,Hold
2025-05-06 06:00,M-12,Line C,Day,Sensor Module,108,96,3,38.6,378.9,Pass
2025-05-06 14:00,M-08,Line B,Evening,Control Panel,129,118,1,33.6,404.5,Hold
2025-05-06 22:00,M-08,Line B,Night,Bearing Kit,101,101,1,32.5,393.8,Review
2025-05-07 06:00,M-07,Line A,Day,Pump Housing,90,90,2,0.0,425.5,Review
2025-05-07 14:00,M-12,Line C,Evening,Valve Assembly,93,91,4,14.9,406.9,Pass
2025-05-07 22:00,M-09,Line C,Night,Sensor Module,106,105,4,9.3,399.8,Pass
2025-05-08 06:00,M-09,Line C,Day,Sensor Module,140,115,25,15.2,393.6,Pass
2025-05-08 14:00,M-09,Line C,Evening,Sensor Module,127,105,4,16.7,399.8,Pass
2025-05-08 22:00,M-05,Line B,Night,Sensor Module,105,93,4,30.4,415.2,Pass
2025-05-09 06:00,M-07,Line A,Day,Valve Assembly,95,95,1,20.1,386.9,Hold
2025-05-09 14:00,M-12,Line C,Evening,Valve Assembly,135,134,2,26.5,381.8,Pass
2025-05-09 22:00,M-02,Line B,Night,Bearing Kit,121,123,5,4.2,415.5,Pass
2025-05-10 06:00,M-05,Line B,Day,Bearing Kit,97,87,4,30.3,402.1,Pass
2025-05-10 14:00,M-12,Line C,Evening,Sensor Module,107,93,3,23.9,412.1,Pass
2025-05-10 22:00,M-09,Line C,,Sensor Module,121,113,5,12.2,388.1,Hold
2025-05-11 06:00,M-05,Line B,Day,Bearing Kit,81,77,1,14.9,404.7,Pass
2025-05-11 14:00,M-05,Line B,Evening,Control Panel,98,93,1,29.4,375.0,Pass
2025-05-11 22:00,M-10,Line A,Night,Sensor Module,108,105,4,17.1,387.5,Pass
2025-05-12 06:00,M-07,Line A,Day,Bearing Kit,133,117,1,54.8,356.4,Hold
2025-05-12 14:00,M-08,Line B,Evening,Pump Housing,127,123,6,18.6,386.3,Pass
2025-05-12 22:00,M-11,Line B,Night,Valve Assembly,103,81,1,40.2,375.2,Pass
2025-05-13 06:00,M-10,Line A,Day,Control Panel,80,67,1,7.3,429.2,Hold
2025-05-13 14:00,M-11,Line B,Evening,Control Panel,142,135,4,22.4,382.9,Hold
2025-05-13 22:00,M-02,Line B,Night,Sensor Module,100,86,1,3.0,424.5,Pass
2025-05-14 06:00,M-05,Line B,Day,Pump Housing,140,108,4,44.1,375.4,Hold
2025-05-14 14:00,M-10,Line A,Evening,Pump Housing,85,86,2,12.9,397.5,Pass
2025-05-14 22:00,M-01,Line A,Night,Sensor Module,127,112,4,1.4,417.3,Pass
2025-05-15 06:00,,Line B,Day,Pump Housing,80,68,2,11.3,402.8,Pass
2025-05-15 14:00,M-09,Line C,Evening,Bearing Kit,89,77,1,17.8,395.3,Pass
2025-05-15 22:00,M-09,Line C,Night,Valve Assembly,109,95,2,30.1,383.4,Pass
2025-05-16 06:00,M-09,Line C,Day,Valve Assembly,88,71,3,18.7,385.4,Pass
2025-05-16 14:00,M-10,Line A,Evening,Valve Assembly,116,109,3,19.4,387.8,Pass
2025-05-16 22:00,M-12,Line C,Night,Bearing Kit,117,116,5,25.6,392.7,Pass
2025-05-17 06:00,M-01,Line A,Day,Sensor Module,98,90,4,19.0,401.8,Pass
2025-05-17 14:00,M-04,Line A,Evening,Bearing Kit,145,123,1,23.6,402.4,Hold
2025-05-17 22:00,M-01,Line A,Night,Sensor Module,139,119,2,14.6,401.7,Pass
2025-05-18 06:00,M-06,Line C,Day,Pump Housing,110,94,2,33.7,396.1,Pass
2025-05-18 14:00,M-12,Line C,Evening,Sensor Module,99,89,0,5.8,409.6,Pass
2025-05-18 22:00,M-12,Line C,Night,Bearing Kit,115,113,3,22.0,392.6,Pass
2025-05-19 06:00,M-08,Line B,Day,Sensor Module,93,91,1,26.6,408.0,Pass
2025-05-19 14:00,M-12,Line C,Evening,Valve Assembly,89,85,3,39.2,366.2,Pass
2025-05-19 22:00,M-01,Line A,Night,Sensor Module,113,111,2,0.0,408.2,Hold
2025-05-20 06:00,M-12,Line C,Day,Control Panel,97,90,3,1.7,421.5,Hold
2025-05-20 14:00,M-11,Line B,Evening,Pump Housing,145,133,6,23.2,402.3,Review
2025-05-20 22:00,M-06,Line C,Night,Valve Assembly,108,92,3,18.7,392.6,Pass
2025-05-21 06:00,M-07,Line A,Day,Bearing Kit,138,113,6,20.9,396.8,Pass
2025-05-21 14:00,M-12,Line C,Evening,Control Panel,102,102,1,8.2,420.0,Pass
2025-05-21 22:00,M-09,Line C,Night,Bearing Kit,125,123,1,23.3,386.6,Review
2025-05-22 06:00,M-03,Line C,Day,Pump Housing,89,75,2,6.7,412.4,Pass
2025-05-22 14:00,M-07,Line A,Evening,Control Panel,94,80,14,2.1,419.5,Pass
2025-05-22 22:00,M-10,Line A,Night,Sensor Module,100,82,1,29.1,401.7,Hold
2025-05-23 06:00,M-07,Line A,Day,Sensor Module,82,81,1,34.3,372.3,Review
2025-05-23 14:00,M-08,Line B,Evening,Pump Housing,108,105,1,27.2,378.6,Pass
2025-05-23 22:00,M-03,Line C,Night,Control Panel,138,115,1,13.7,403.7,Hold
2025-05-24 06:00,M-11,Line B,Day,Bearing Kit,99,93,4,11.1,404.3,Pass
2025-05-24 14:00,M-02,Line B,Evening,Bearing Kit,96,78,2,132.2,279.2,Hold
2025-05-24 22:00,M-07,Line A,Night,Pump Housing,141,135,5,21.4,387.2,Pass
2025-05-25 06:00,M-07,Line A,Day,Pump Housing,112,97,4,7.9,413.3,Pass
2025-05-25 14:00,M-01,Line A,Evening,Valve Assembly,95,94,2,4.5,414.1,Review
2025-05-25 22:00,M-11,Line B,Night,Sensor Module,112,105,5,16.8,418.0,Pass
2025-05-26 06:00,M-07,Line A,Day,Sensor Module,141,142,5,25.8,408.0,Review
2025-05-26 14:00,M-12,Line C,Evening,Pump Housing,95,79,1,17.8,389.1,Pass
2025-05-26 22:00,M-09,Line C,Night,Sensor Module,86,78,2,93.2,353.1,Pass
2025-05-27 06:00,M-02,Line B,Day,Control Panel,108,110,3,4.8,427.1,Pass
2025-05-27 14:00,M-12,Line C,Evening,Sensor Module,87,76,1,42.4,370.2,Hold
2025-05-27 22:00,M-05,Line B,Night,Pump Housing,84,78,3,21.5,384.5,Pass
2025-05-28 06:00,M-03,Line C,Day,Valve Assembly,0,106,3,20.4,388.6,Pass
2025-05-28 14:00,M-02,Line B,Evening,Sensor Module,116,102,4,15.3,389.5,Pass
2025-05-28 22:00,M-08,Line B,Night,Bearing Kit,80,65,1,17.0,415.2,Hold
2025-05-29 06:00,M-05,Line B,Day,Sensor Module,112,110,4,5.5,385.2,Review
2025-05-29 14:00,M-11,Line B,Evening,Bearing Kit,83,81,1,7.3,413.7,Pass
2025-05-29 22:00,M-07,Line A,Night,Control Panel,81,72,3,14.7,396.4,Hold
2025-05-30 06:00,M-03,Line C,Day,Bearing Kit,120,123,5,0.0,440.2,Review
2025-05-30 14:00,M-12,Line C,Evening,Pump Housing,110,93,1,15.4,380.3,Pass
2025-05-30 22:00,M-02,Line B,Night,Valve Assembly,90,88,3,8.7,395.5,Review
2025-05-31 06:00,M-06,Line C,Day,Sensor Module,120,121,3,0.0,421.7,Hold
2025-05-31 14:00,M-05,Line B,Evening,Bearing Kit,108,96,26,18.0,395.7,Review
2025-05-31 22:00,M-11,Line B,Night,Pump Housing,138,128,1,39.4,377.9,Hold
2025-06-01 06:00,M-02,Line B,Day,Control Panel,126,108,3,9.8,404.1,Pass
2025-06-01 14:00,M-03,Line C,Evening,Bearing Kit,134,131,2,23.3,414.8,Pass
2025-06-01 22:00,M-10,Line A,,Pump Housing,92,91,1,13.4,385.3,Pass
2025-06-02 06:00,M-08,Line B,Day,Valve Assembly,102,96,3,11.4,411.7,Review
2025-06-02 14:00,M-05,Line B,Evening,Control Panel,86,85,2,0.8,430.2,Review
2025-06-02 22:00,M-12,Line C,Night,Control Panel,113,98,1,6.5,425.3,Hold
2025-06-03 06:00,M-04,Line A,Day,Sensor Module,102,92,4,29.4,389.3,Pass
2025-06-03 14:00,M-07,Line A,Evening,Sensor Module,116,111,5,0.0,426.8,Hold
2025-06-03 22:00,M-10,Line A,Night,Bearing Kit,89,83,3,29.3,396.0,Review
2025-06-04 06:00,M-05,Line B,Day,Bearing Kit,126,105,5,17.8,387.6,Pass
2025-06-04 14:00,M-11,Line B,Evening,Control Panel,90,90,2,21.5,410.2,Review
2025-06-04 22:00,M-09,Line C,Night,Valve Assembly,93,92,2,17.4,409.5,Pass
2025-06-05 06:00,M-08,Line B,Day,Pump Housing,96,87,2,99.6,319.2,Hold
2025-06-05 14:00,M-05,Line B,Evening,Sensor Module,136,123,3,40.5,401.4,Hold
2025-06-05 22:00,M-07,Line A,Night,Sensor Module,119,96,2,31.5,381.1,Pass
2025-06-06 06:00,M-05,Line B,Day,Valve Assembly,80,70,2,0.0,417.0,Review
2025-06-06 14:00,M-08,Line B,Evening,Control Panel,81,78,2,20.5,378.1,Hold
2025-06-06 22:00,M-07,Line A,Night,Bearing Kit,111,96,2,29.9,406.9,Pass
2025-06-07 06:00,M-09,Line C,Day,Sensor Module,114,102,4,13.0,426.3,Pass
2025-06-07 14:00,M-02,Line B,Evening,Bearing Kit,137,110,1,15.3,421.3,Pass
2025-06-07 22:00,M-02,Line B,Night,Control Panel,114,87,2,84.6,344.5,Pass
2025-06-08 06:00,M-08,Line B,Day,Control Panel,139,134,2,16.8,400.3,Review
2025-06-08 14:00,M-02,Line B,Evening,Sensor Module,140,122,1,30.4,412.8,Pass
2025-06-08 22:00,M-07,Line A,Night,Bearing Kit,111,107,3,17.7,399.2,Review
2025-06-09 06:00,M-07,Line A,Day,Control Panel,121,110,1,30.3,406.0,Pass
2025-06-09 14:00,M-04,Line A,Evening,Control Panel,86,80,1,24.4,389.2,Pass
2025-06-09 22:00,M-10,Line A,Night,Valve Assembly,130,110,1,123.5,294.9,Pass
2025-06-10 06:00,M-03,Line C,Day,Bearing Kit,91,88,1,13.0,397.0,Pass
2025-06-10 14:00,M-12,Line C,Evening,Sensor Module,93,90,3,25.2,401.0,Review
2025-06-10 22:00,M-12,Line C,Night,Pump Housing,82,82,2,13.1,396.4,Pass
2025-06-11 06:00,M-09,Line C,Day,Bearing Kit,104,95,4,2.0,411.9,Hold
2025-06-11 14:00,M-03,Line C,Evening,Valve Assembly,99,91,4,0.0,426.9,Pass
2025-06-11 22:00,M-01,Line A,Night,Sensor Module,126,119,4,19.7,391.6,Hold
2025-06-12 06:00,M-11,Line B,Day,Bearing Kit,99,82,2,8.6,404.5,Pass
2025-06-12 14:00,M-03,Line C,Evening,Valve Assembly,105,88,2,299.1,305.8,Pass
2025-06-12 22:00,M-01,Line A,Night,Control Panel,108,92,2,13.8,403.4,Pass
2025-06-13 06:00,M-08,Line B,Day,Valve Assembly,126,113,4,0.0,409.9,Pass
2025-06-13 14:00,M-09,Line C,Evening,Valve Assembly,89,81,1,20.9,394.9,Review
2025-06-13 22:00,M-04,Line A,Night,Pump Housing,111,104,4,0.0,407.6,Hold
2025-06-14 06:00,M-06,Line C,Day,Bearing Kit,134,118,2,24.3,390.8,Hold
2025-06-14 14:00,M-08,Line B,Evening,Control Panel,120,109,4,0.0,407.4,Pass
2025-06-14 22:00,M-10,Line A,Night,Pump Housing,107,95,2,5.5,425.2,Pass
2025-06-15 06:00,M-12,Line C,Day,Valve Assembly,116,102,2,4.1,407.7,Pass
2025-06-15 14:00,M-01,Line A,Evening,Control Panel,145,120,3,0.0,410.5,Pass
2025-06-15 22:00,M-10,Line A,Night,Pump Housing,109,101,1,17.5,412.6,Pass
2025-06-16 06:00,M-08,Line B,Day,Pump Housing,142,140,5,27.8,375.9,Hold
2025-06-16 14:00,M-07,Line A,Evening,Valve Assembly,87,77,18,29.1,385.8,Pass
2025-06-16 22:00,M-12,Line C,Night,Sensor Module,81,57,1,116.8,290.5,Hold
2025-06-17 06:00,M-12,Line C,Day,Pump Housing,99,86,3,39.6,386.5,Pass
2025-06-17 14:00,M-07,Line A,Evening,Control Panel,130,124,4,25.6,403.1,Review
2025-06-17 22:00,M-09,Line C,Night,Bearing Kit,96,85,3,19.2,387.1,Hold
2025-06-18 06:00,M-04,Line A,Day,Pump Housing,89,82,1,16.5,416.2,Pass
2025-06-18 14:00,M-06,Line C,Evening,Pump Housing,121,102,2,6.6,427.9,Review
2025-06-18 22:00,M-10,Line A,Night,Pump Housing,136,116,5,42.8,383.4,Pass
2025-06-19 06:00,M-12,Line C,Day,Valve Assembly,111,105,1,48.4,362.9,Pass
2025-06-19 14:00,M-05,Line B,Evening,Bearing Kit,140,117,3,27.5,393.7,Review
2025-06-19 22:00,M-10,Line A,Night,Pump Housing,82,71,0,0.0,438.3,Hold
2025-06-20 06:00,M-05,Line B,Day,Valve Assembly,139,119,5,17.0,401.7,Pass
2025-06-20 14:00,M-01,Line A,Evening,Control Panel,129,106,2,19.6,412.1,Hold
2025-06-20 22:00,M-02,Line B,Night,Pump Housing,105,86,1,2.5,417.4,Pass
2025-06-21 06:00,M-08,Line B,Day,Bearing Kit,100,84,4,39.1,383.0,Pass
2025-06-21 14:00,M-01,Line A,Evening,Control Panel,129,117,2,153.9,252.1,Review
2025-06-21 22:00,M-11,Line B,Night,Pump Housing,91,90,3,15.9,389.7,Hold
2025-06-22 06:00,M-03,Line C,Day,Bearing Kit,119,99,1,28.6,385.6,Pass
2025-06-22 14:00,M-03,Line C,Evening,Control Panel,97,93,3,0.0,431.2,Pass
2025-06-22 22:00,M-09,Line C,Night,Sensor Module,95,75,1,28.8,412.2,Review
2025-06-23 06:00,M-05,Line B,Day,Bearing Kit,115,92,5,23.2,403.1,Hold
2025-01-04 22:00,M-11,Line B,Night,Valve Assembly,114,95,0,19.5,389.6,Pass
2025-03-12 06:00,M-01,Line A,Day,Valve Assembly,140,133,7,32.1,390.3,Review
2025-05-07 14:00,M-12,Line C,Evening,Valve Assembly,93,91,4,14.9,406.9,Pass
